"Lee","Lee","43.3257","-75.5175","United States","US","USA","New York","","6409","1840058235"
"Yermolayevo","Yermolayevo","52.7022","55.8039","Russia","RU","RUS","Bashkortostan","","6397","1643546668"
"Parry Sound","Parry Sound","45.3333","-80.0333","Canada","CA","CAN","Ontario","","6408","1124245809"
"Phop Phra","Phop Phra","16.3865","98.6924","Thailand","TH","THA","Tak","minor","6350","1764641453"
"Embrun","Embrun","44.5650","6.4953","France","FR","FRA","Provence-Alpes-Côte d’Azur","","6236","1250700423"
"Kappelrodeck","Kappelrodeck","48.5911","8.1175","Germany","DE","DEU","Baden-Württemberg","","6068","1276366957"
"Capim","Capim","-6.9158","-35.1719","Brazil","BR","BRA","Paraíba","","6326","1076289986"
"Sickte","Sickte","52.2156","10.6378","Germany","DE","DEU","Lower Saxony","","6163","1276412829"
"Mszczonów","Mszczonow","51.9742","20.5267","Poland","PL","POL","Mazowieckie","","6323","1616040914"
"Szentlőrinc","Szentlorinc","46.0422","17.9856","Hungary","HU","HUN","Baranya","minor","6184","1348005315"
"Burnet","Burnet","30.7496","-98.2383","United States","US","USA","Texas","","6406","1840019567"
"Comandante Luis Piedra Buena","Comandante Luis Piedra Buena","-49.9830","-68.9100","Argentina","AR","ARG","Santa Cruz","","6405","1032946044"
"Kerns","Kerns","46.9025","8.2761","Switzerland","CH","CHE","Obwalden","","6337","1756082334"
"Lincroft","Lincroft","40.3391","-74.1283","United States","US","USA","New Jersey","","6405","1840005449"
"Monte San Biagio","Monte San Biagio","41.3500","13.3500","Italy","IT","ITA","Lazio","","6308","1380702434"
"Lezoux","Lezoux","45.8275","3.3800","France","FR","FRA","Auvergne-Rhône-Alpes","","6224","1250608754"
"Tōma","Toma","43.8281","142.5083","Japan","JP","JPN","Hokkaidō","","6371","1392468609"
"Jordan","Jordan","44.6652","-93.6351","United States","US","USA","Minnesota","","6402","1840007864"
"Sārenga","Sarenga","22.7534","87.0170","India","IN","IND","West Bengal","","5888","1356523694"
"Alpirsbach","Alpirsbach","48.3461","8.4039","Germany","DE","DEU","Baden-Württemberg","","6304","1276323724"
"Sabrosa","Sabrosa","41.2651","-7.5751","Portugal","PT","PRT","Vila Real","minor","6361","1620018088"
"Karstädt","Karstadt","53.1497","11.7500","Germany","DE","DEU","Brandenburg","","6376","1276015916"
"Hampstead","Hampstead","39.6104","-76.8550","United States","US","USA","Maryland","","6401","1840005699"
"Talmaza","Talmaza","46.6358","29.6647","Moldova","MD","MDA","Ştefan-Vodă","","6341","1498437941"
"Ceggia","Ceggia","45.6833","12.6333","Italy","IT","ITA","Veneto","","6123","1380836449"
"Aurec-sur-Loire","Aurec-sur-Loire","45.3692","4.2017","France","FR","FRA","Auvergne-Rhône-Alpes","","6127","1250260114"
"Peñón Blanco","Penon Blanco","24.7833","-104.0333","Mexico","MX","MEX","Durango","minor","5271","1484011380"
"Tasco","Tasco","5.9092","-72.7814","Colombia","CO","COL","Boyacá","minor","6361","1170087471"
"Carolina Beach","Carolina Beach","34.0396","-77.8966","United States","US","USA","North Carolina","","6399","1840015575"
"Mount Vernon","Mount Vernon","41.9230","-91.4244","United States","US","USA","Iowa","","6398","1840008100"
"Ridgeway","Ridgeway","43.2619","-78.3806","United States","US","USA","New York","","6398","1840024104"
"Lionville","Lionville","40.0524","-75.6440","United States","US","USA","Pennsylvania","","6398","1840005502"
"Headley","Headley","51.1192","-0.8271","United Kingdom","GB","GBR","Hampshire","","5613","1826491547"
"Tabuaço","Tabuaco","41.1167","-7.5667","Portugal","PT","PRT","Viseu","minor","6350","1620778227"
"Oberboihingen","Oberboihingen","48.6469","9.3667","Germany","DE","DEU","Baden-Württemberg","","5522","1276911809"
"Rivignano","Rivignano","45.8797","13.0425","Italy","IT","ITA","Friuli-Venezia Giulia","","6265","1380438761"
"Shamong","Shamong","39.7781","-74.7272","United States","US","USA","New Jersey","","6396","1840081615"
"Pointe-Calumet","Pointe-Calumet","45.5000","-73.9700","Canada","CA","CAN","Quebec","","6396","1124629762"
"Jussari","Jussari","-15.1908","-39.4950","Brazil","BR","BRA","Bahia","","6378","1076291807"
"Carrazeda de Anciães","Carrazeda de Anciaes","41.2500","-7.3000","Portugal","PT","PRT","Bragança","minor","6373","1620152961"
"Santa María Yucuhiti","Santa Maria Yucuhiti","17.0167","-97.7667","Mexico","MX","MEX","Oaxaca","minor","6048","1484319057"
"La Glacerie","La Glacerie","49.6142","-1.6042","France","FR","FRA","Normandie","","6070","1250151535"
"Papudo","Papudo","-32.5167","-71.4500","Chile","CL","CHL","Valparaíso","","6356","1152436976"
"Grybów","Grybow","49.6244","20.9483","Poland","PL","POL","Małopolskie","","6038","1616995232"
"Kochara","Kochara","25.8523","87.9653","India","IN","IND","West Bengal","","5256","1356001241"
"Pulianas","Pulianas","37.2167","-3.6000","Spain","ES","ESP","Andalusia","","5480","1724738305"
"Ramtown","Ramtown","40.1144","-74.1492","United States","US","USA","New Jersey","","6393","1840033393"
"Bethoncourt","Bethoncourt","47.5344","6.8039","France","FR","FRA","Bourgogne-Franche-Comté","","5545","1250803616"
"Terrasson-Lavilledieu","Terrasson-Lavilledieu","45.1300","1.3014","France","FR","FRA","Nouvelle-Aquitaine","","6234","1250446994"
"Grafenwöhr","Grafenwohr","49.7167","11.9000","Germany","DE","DEU","Bavaria","","6363","1276973860"
"San Giovanni al Natisone","San Giovanni al Natisone","45.9833","13.4000","Italy","IT","ITA","Friuli-Venezia Giulia","","6137","1380253118"
"Killingworth","Killingworth","41.3792","-72.5785","United States","US","USA","Connecticut","","6392","1840004858"
"Wittenburg","Wittenburg","53.5000","11.0667","Germany","DE","DEU","Mecklenburg-Western Pomerania","","6313","1276816280"
"Waldsee","Waldsee","49.3956","8.4406","Germany","DE","DEU","Rhineland-Palatinate","","5933","1276751455"
"Čaňa","Cana","48.6125","21.3244","Slovakia","SK","SVK","Košický","","5882","1703484251"
"Meredith","Meredith","43.6301","-71.5018","United States","US","USA","New Hampshire","","6391","1840055178"
"Rockford","Rockford","43.1266","-85.5582","United States","US","USA","Michigan","","6391","1840002924"
"Naque","Naque","-19.2300","-42.3278","Brazil","BR","BRA","Minas Gerais","","6341","1076731742"
"Fenain","Fenain","50.3658","3.3006","France","FR","FRA","Hauts-de-France","","5448","1250000171"
"Le Barcarès","Le Barcares","42.7883","3.0356","France","FR","FRA","Occitanie","","5885","1250709584"
"Steilacoom","Steilacoom","47.1703","-122.5934","United States","US","USA","Washington","","6390","1840022309"
"Opp","Opp","31.2848","-86.2570","United States","US","USA","Alabama","","6390","1840014960"
"Abilene","Abilene","38.9229","-97.2251","United States","US","USA","Kansas","","6390","1840001629"
"Karmir Gyukh","Karmir Gyukh","40.3306","45.1839","Armenia","AM","ARM","Geghark’unik’","","6291","1051008108"
"Peñaranda de Bracamonte","Penaranda de Bracamonte","40.9017","-5.1980","Spain","ES","ESP","Castille-Leon","","6123","1724771948"
"Fossalta di Portogruaro","Fossalta di Portogruaro","45.7833","12.9167","Italy","IT","ITA","Veneto","","6190","1380188705"
"Sandown","Sandown","42.9332","-71.1833","United States","US","USA","New Hampshire","","6389","1840055523"
"Valdoie","Valdoie","47.6672","6.8419","France","FR","FRA","Bourgogne-Franche-Comté","","5260","1250928456"
"Nackenheim","Nackenheim","49.9153","8.3389","Germany","DE","DEU","Rhineland-Palatinate","","5725","1276051210"
"Allariz","Allariz","42.1833","-7.8000","Spain","ES","ESP","Galicia","","6314","1724983698"
"Wadomari","Wadomari","27.3922","128.6553","Japan","JP","JPN","Okinawa","","6233","1392062707"
"Jegenstorf","Jegenstorf","47.0497","7.5069","Switzerland","CH","CHE","Bern","","5742","1756810541"
"Rhome","Rhome","33.0647","-97.4779","United States","US","USA","Texas","","6387","1840020632"
"Aptos","Aptos","36.9912","-121.8934","United States","US","USA","California","","6387","1840017648"
"Lesina","Lesina","41.8667","15.3500","Italy","IT","ITA","Puglia","","6347","1380676710"
"Manakāmanā","Manakamana","27.9039","84.5842","Nepal","NP","NPL","Gandakī","","6203","1524015015"
"Povoação","Povoacao","37.7460","-25.2450","Portugal","PT","PRT","Azores","","6327","1620274111"
"Douar Oulad Jaber","Douar Oulad Jaber","32.3011","-7.2053","Morocco","MA","MAR","Marrakech-Safi","","6254","1504389005"
"Zell","Zell","47.4489","8.8233","Switzerland","CH","CHE","Zürich","","5929","1756506933"
"Belpre","Belpre","39.2815","-81.5971","United States","US","USA","Ohio","","6386","1840001544"
"Oranzherei","Oranzherei","45.8476","47.5663","Russia","RU","RUS","Astrakhanskaya Oblast’","","6350","1643009373"
"Mudersbach","Mudersbach","50.8247","7.9447","Germany","DE","DEU","Rhineland-Palatinate","","5776","1276261653"
"Crockett","Crockett","31.3177","-95.4564","United States","US","USA","Texas","","6385","1840019547"
"Manavgat","Manavgat","36.7913","31.4415","Turkey","TR","TUR","Antalya","minor","6308","1792832111"
"Žamberk","Zamberk","50.0860","16.4674","Czechia","CZ","CZE","Pardubický Kraj","","6028","1203198119"
"Ellenville","Ellenville","41.7009","-74.3609","United States","US","USA","New York","","6384","1840004733"
"East End","East End","34.5554","-92.3261","United States","US","USA","Arkansas","","6384","1840013086"
"Murikipūdi","Murikipudi","16.0400","80.1040","India","IN","IND","Andhra Pradesh","","6131","1356565918"
"Yazykovo","Yazykovo","54.6917","55.0161","Russia","RU","RUS","Bashkortostan","","6368","1643397804"
"Rushville","Rushville","39.6172","-85.4463","United States","US","USA","Indiana","","6383","1840014235"
"Cavaion Veronese","Cavaion Veronese","45.5401","10.7705","Italy","IT","ITA","Veneto","","5924","1380203614"
"Cipeutir","Cipeutir","-6.8489","107.3060","Indonesia","ID","IDN","Jawa Barat","","5716","1360322103"
"Saint-Genis-les-Ollières","Saint-Genis-les-Ollieres","45.7572","4.7264","France","FR","FRA","Auvergne-Rhône-Alpes","","5036","1250021848"
"International Falls","International Falls","48.5884","-93.4083","United States","US","USA","Minnesota","","6382","1840007684"
"Calcinate","Calcinate","45.6212","9.8003","Italy","IT","ITA","Lombardy","","5985","1380128600"
"Dohna","Dohna","50.9547","13.8575","Germany","DE","DEU","Saxony","","6166","1276926166"
"Medpalli","Medpalli","18.8003","78.8042","India","IN","IND","Telangana","","6054","1356994750"
"Piatra Olt","Piatra Olt","44.3603","24.2942","Romania","RO","ROU","Olt","","6299","1642105839"
"Saint-Arnoult-en-Yvelines","Saint-Arnoult-en-Yvelines","48.5717","1.9406","France","FR","FRA","Île-de-France","","5910","1250883018"
"Cisano Bergamasco","Cisano Bergamasco","45.7431","9.4708","Italy","IT","ITA","Lombardy","","6377","1380449636"
"Naracoorte","Naracoorte","-36.9550","140.7429","Australia","AU","AUS","South Australia","","5960","1036098836"
"Villennes-sur-Seine","Villennes-sur-Seine","48.9392","1.9978","France","FR","FRA","Île-de-France","","5331","1250587114"
"Corowa","Corowa","-35.9942","146.3844","Australia","AU","AUS","New South Wales","","5482","1036866154"
"Rogersville","Rogersville","36.4081","-83.0043","United States","US","USA","Tennessee","","6380","1840017699"
"Prosser","Prosser","46.2068","-119.7662","United States","US","USA","Washington","","6380","1840019890"
"Groot-Valkenisse","Groot-Valkenisse","51.4889","3.5156","Netherlands","NL","NLD","Zeeland","","6168","1528432033"
"General Toshevo","General Toshevo","43.7003","28.0366","Bulgaria","BG","BGR","Dobrich","minor","6366","1100248357"
"West Point","West Point","41.3642","-74.0118","United States","US","USA","New York","","6379","1840004866"
"Carroll","Carroll","40.1142","-77.0191","United States","US","USA","Pennsylvania","","6379","1840150917"
"Nephi","Nephi","39.7072","-111.8323","United States","US","USA","Utah","","6378","1840020188"
"Richboro","Richboro","40.2262","-75.0006","United States","US","USA","Pennsylvania","","6378","1840005407"
"Sai Mun","Sai Mun","15.9477","104.2101","Thailand","TH","THA","Yasothon","minor","6270","1764344525"
"Santo Domingo de la Calzada","Santo Domingo de la Calzada","42.4330","-2.9500","Spain","ES","ESP","La Rioja","","6222","1724035738"
"Cullowhee","Cullowhee","35.3107","-83.1815","United States","US","USA","North Carolina","","6377","1840013072"
"Baud","Baud","47.8756","-3.0189","France","FR","FRA","Bretagne","","6247","1250499803"
"Adelebsen","Adelebsen","51.5800","9.7544","Germany","DE","DEU","Lower Saxony","","6294","1276857763"
"Alessano","Alessano","39.8833","18.3333","Italy","IT","ITA","Puglia","","6371","1380998799"
"Woolgoolga","Woolgoolga","-30.1150","153.2011","Australia","AU","AUS","New South Wales","","5290","1036143859"
"Arpajon-sur-Cère","Arpajon-sur-Cere","44.9039","2.4567","France","FR","FRA","Auvergne-Rhône-Alpes","","6245","1250788558"
"Beaubassin East / Beaubassin-est","Beaubassin East / Beaubassin-est","46.1726","-64.3122","Canada","CA","CAN","New Brunswick","","6376.00","1124000427"
"Saint-Martin-le-Vinoux","Saint-Martin-le-Vinoux","45.2031","5.7164","France","FR","FRA","Auvergne-Rhône-Alpes","","5799","1250054424"
"Kizhinga","Kizhinga","51.8464","109.9128","Russia","RU","RUS","Buryatiya","","6373","1643003171"
"Treze Tílias","Treze Tilias","-27.0019","-51.4058","Brazil","BR","BRA","Santa Catarina","","6341","1076271008"
"Mims","Mims","28.6928","-80.8468","United States","US","USA","Florida","","6375","1840014078"
"Village of Oak Creek","Village of Oak Creek","34.7813","-111.7606","United States","US","USA","Arizona","","6375","1840036808"
"Chervonohryhorivka","Chervonohryhorivka","47.6233","34.5309","Ukraine","UA","UKR","Dnipropetrovs’ka Oblast’","","6348","1804949409"
"Liss","Liss","51.0429","-0.8918","United Kingdom","GB","GBR","Hampshire","","6084","1826487395"
"Mercedes","Mercedes","11.1000","125.7167","Philippines","PH","PHL","Eastern Samar","","6112","1608174820"
"Newport","Newport","43.3649","-72.2001","United States","US","USA","New Hampshire","","6374","1840055268"
"Jasper","Jasper","34.4710","-84.4496","United States","US","USA","Georgia","","6374","1840014687"
"Gebenstorf","Gebenstorf","47.4795","8.2424","Switzerland","CH","CHE","Aargau","","5414","1756634728"
"Arandu","Arandu","-23.1347","-49.0542","Brazil","BR","BRA","São Paulo","","6351","1076369696"
"Nitro","Nitro","38.4119","-81.8194","United States","US","USA","West Virginia","","6373","1840006199"
"Nicotera","Nicotera","38.5500","15.9333","Italy","IT","ITA","Calabria","","6155","1380182399"
"Newarthill","Newarthill","55.8100","-3.9333","United Kingdom","GB","GBR","North Lanarkshire","","6360","1826949566"
"Saint-André-de-Sangonis","Saint-Andre-de-Sangonis","43.6497","3.5036","France","FR","FRA","Occitanie","","6063","1250108536"
"San Carlos","San Carlos","-17.4044","-63.7325","Bolivia","BO","BOL","Santa Cruz","","6353","1068028866"
"Khata","Khata","26.0280","87.9465","India","IN","IND","Bihār","","5358","1356533334"
"Rowley","Rowley","42.7224","-70.8883","United States","US","USA","Massachusetts","","6372","1840053538"
"Wainfleet","Wainfleet","42.9250","-79.3750","Canada","CA","CAN","Ontario","","6372","1124538125"
"Shimonita","Shimonita","36.2125","138.7892","Japan","JP","JPN","Gunma","","6338","1392945278"
"Musunūru","Musunuru","16.8428","80.9622","India","IN","IND","Andhra Pradesh","","6095","1356817948"
"Usúrbil","Usurbil","43.2667","-2.0500","Spain","ES","ESP","Basque Country","","6132","1724079798"
"Usolye","Usolye","59.4167","56.6833","Russia","RU","RUS","Permskiy Kray","","6368","1643126944"
"Stavyshche","Stavyshche","49.3914","30.1917","Ukraine","UA","UKR","Kyyivs’ka Oblast’","minor","6339","1804158768"
"Timmasamudram","Timmasamudram","15.7833","80.2333","India","IN","IND","Andhra Pradesh","","5993","1356944805"
"Rudiano","Rudiano","45.4833","9.8833","Italy","IT","ITA","Lombardy","","5783","1380956651"
"Kronau","Kronau","49.2200","8.6339","Germany","DE","DEU","Baden-Württemberg","","5835","1276883185"
"Petropavlivs’ka Borshchahivka","Petropavlivs'ka Borshchahivka","50.4378","30.3439","Ukraine","UA","UKR","Kyyivs’ka Oblast’","","6125","1804677587"
"Wharton","Wharton","40.8999","-74.5808","United States","US","USA","New Jersey","","6369","1840000955"
"Serravalle Scrivia","Serravalle Scrivia","44.7225","8.8603","Italy","IT","ITA","Piedmont","","5993","1380571557"
"Traismauer","Traismauer","48.3333","15.7331","Austria","AT","AUT","Niederösterreich","","6224","1040590929"
"Rupperswil","Rupperswil","47.4025","8.1278","Switzerland","CH","CHE","Aargau","","5486","1756013521"
"Johnsburg","Johnsburg","42.3830","-88.2476","United States","US","USA","Illinois","","6368","1840011128"
"Fort Riley","Fort Riley","39.1111","-96.8138","United States","US","USA","Kansas","","6368","1840073757"
"Marlborough","Marlborough","41.6331","-72.4547","United States","US","USA","Connecticut","","6368","1840035317"
"Chejerla","Chejerla","14.5167","79.5667","India","IN","IND","Andhra Pradesh","","6172","1356353769"
"Bujor","Bujor","45.8667","27.9000","Romania","RO","ROU","Galaţi","","6299","1642660151"
"Sunbury","Sunbury","40.2485","-82.8804","United States","US","USA","Ohio","","6367","1840003707"
"Ulldecona","Ulldecona","40.5981","0.4482","Spain","ES","ESP","Catalonia","","6317","1724511665"
